"R0000100","R0002200","R0002300","R0543940","R0547525","R0547530","R0548100","R0549500","R0549800","R0552300","R0552400","R0554900","R0590520"
1193,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1194,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1195,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1196,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1197,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1198,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1199,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1200,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1201,16,2,10,1,0,1,0,-4,267,631,1,548
1202,15,2,13,2,0,4,1,-4,906,340,-4,630
1203,15,2,12,1,0,5,0,13,807,824,1,285
1204,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1205,16,1,10,3,1,1,0,-4,936,453,0,290
1206,15,1,10,3,1,6,0,-4,576,985,0,290
1207,23,1,12,1,0,1,0,-4,936,853,1,524
1208,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1209,17,2,12,1,0,6,0,-4,898,370,0,520
1210,15,2,12,1,0,1,0,-4,259,453,1,1000
1211,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1212,21,2,-5,1,0,6,0,-4,-4,-4,-4,-4
1213,14,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1214,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1215,16,2,11,2,0,4,0,-4,267,415,1,747
1216,14,2,12,2,0,1,0,-4,656,472,0,500
1217,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1218,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1219,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1220,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1221,19,2,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
1222,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1223,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1224,18,2,12,2,0,1,0,-4,659,290,-4,-4
1225,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1226,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1227,19,1,18,2,0,6,0,-4,867,71,-4,-4
1228,17,1,14,2,0,6,0,-4,196,510,0,975
1229,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1230,15,1,14,-5,-5,-5,-5,-5,-5,-5,-5,-5
1231,24,1,17,3,0,1,0,-4,307,290,0,769
1232,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1233,15,2,12,1,0,1,0,13,936,851,0,529
1234,14,2,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
1235,20,2,12,2,0,5,0,-4,-4,-4,-4,-4
1236,19,2,11,1,0,1,0,-4,248,775,1,447
1237,14,2,11,1,0,1,0,-4,649,290,-4,-4
1238,15,2,13,1,0,6,0,-4,808,471,0,440
1239,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1240,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1241,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1242,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1243,17,1,12,2,0,1,0,-4,196,545,-4,-4
1244,16,1,12,2,0,1,0,-4,736,393,-4,-4
1245,19,1,16,2,0,4,0,-4,426,775,1,414
1246,22,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
1247,16,1,15,2,0,1,0,-4,809,504,-4,-4
1248,15,1,16,2,0,1,0,-4,617,394,0,721
1249,14,1,13,1,0,6,0,-4,638,350,0,438
1250,18,1,17,2,0,1,0,-4,706,301,0,721
1251,23,1,17,1,0,4,0,16,678,290,-4,-4
1252,24,1,9,-5,-5,-5,-5,-5,-5,-5,-5,-5
1253,16,1,14,2,0,1,0,-4,999,411,-4,-4
1254,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1255,23,1,17,2,1,1,0,-4,849,180,0,412
1256,24,1,18,2,0,6,0,-4,876,183,1,913
1257,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1258,14,2,12,1,0,1,0,-4,807,985,0,265
1259,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1260,17,1,17,1,0,6,1,-4,706,290,-4,866
1261,21,1,18,1,0,6,0,18,807,195,0,865
1262,17,1,12,2,0,1,0,-4,659,290,-4,-4
1263,14,1,14,2,0,4,0,-4,726,385,0,1202
1264,15,1,17,3,0,1,0,-4,807,290,0,462
1265,17,1,15,1,0,1,0,15,936,853,0,619
1266,17,1,18,2,0,6,0,-4,647,290,-4,-4
1267,14,1,18,1,1,6,0,-4,868,290,0,652
1268,21,1,17,1,0,6,0,-4,626,290,0,1603
1269,24,1,16,2,0,1,0,-4,259,195,0,1559
1270,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1271,15,1,-5,1,0,6,0,-4,318,480,1,667
1272,14,1,12,2,0,1,0,-4,509,715,1,955
1273,17,1,18,1,0,6,1,-4,876,182,0,481
1274,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1275,18,2,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
1276,17,2,15,1,0,6,0,15,868,985,0,375
1277,14,2,12,1,0,6,0,-4,906,323,1,721
1278,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1279,21,3,6,1,0,1,0,-4,407,985,1,768
1280,15,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1281,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1282,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1283,17,1,15,2,0,1,0,16,398,290,0,409
1284,23,1,18,2,0,1,0,-4,876,183,1,481
1285,19,1,14,2,0,1,0,-4,726,385,1,866
1286,15,1,12,1,0,1,0,-4,509,715,1,960
1287,15,1,15,2,0,1,0,-4,638,290,0,1122
1288,14,1,12,1,0,6,0,-4,657,290,-4,-4
1289,17,1,15,1,0,5,0,-4,879,171,1,554
1290,14,2,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
1291,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1292,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1293,17,1,12,2,0,1,0,-4,248,343,1,875
1294,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1295,18,1,18,3,0,6,0,-4,876,53,0,-4
1296,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1297,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1298,14,1,11,1,0,1,0,-4,258,775,1,900
1299,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1300,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1301,19,2,11,1,0,1,0,-4,398,775,0,425
1302,15,2,8,1,0,5,0,-4,409,775,-4,400
1303,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1304,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1305,18,1,16,2,1,1,1,-4,807,290,0,962
1306,17,1,17,2,0,1,0,18,897,0,0,-4
1307,14,1,16,2,0,1,0,-4,897,0,0,1010
1308,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1309,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1310,23,1,14,2,0,1,0,-4,196,411,1,1150
1311,21,1,16,1,0,6,0,-4,287,190,0,-4
1312,18,1,12,1,0,1,0,13,396,715,1,925
1313,20,1,17,2,1,1,0,-4,706,290,0,1202
1314,18,1,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
1315,17,1,16,1,0,1,0,-4,257,394,0,-4
1316,15,1,18,2,0,1,0,-4,867,71,-4,-4
1317,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1318,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1319,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1320,19,2,15,1,0,5,0,-4,516,972,1,273
1321,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1322,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1323,24,2,18,1,1,1,0,-4,867,162,-4,-4
1324,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1325,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1326,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1327,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1328,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1329,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1330,15,2,12,1,0,6,0,-4,276,775,1,575
1331,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1332,15,3,14,1,0,1,0,-4,506,454,1,962
1333,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1334,22,1,18,1,0,1,0,-4,396,75,0,640
1335,21,2,11,1,0,5,0,-4,-4,-4,-4,-4
1336,17,2,14,1,0,1,0,-4,237,621,1,890
1337,24,2,8,1,0,1,0,-4,248,350,1,563
1338,15,1,18,2,0,1,0,-4,876,285,1,769
1339,23,1,17,1,0,6,0,-4,876,184,1,-4
1340,14,1,12,2,0,1,0,-4,257,190,-4,742
1341,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1342,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1343,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1344,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1345,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1346,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1347,18,2,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
1348,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1349,14,2,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
1350,15,2,13,1,0,6,0,13,507,713,1,812
1351,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1352,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1353,18,2,13,1,0,6,0,-4,256,325,1,825
1354,19,2,12,1,0,5,0,-4,259,775,-4,375
1355,15,2,12,1,0,1,0,-4,259,343,-4,345
1356,14,2,12,1,0,6,0,-4,409,775,-4,279
1357,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1358,19,1,16,2,0,1,0,-4,706,290,0,789
1359,14,1,15,2,0,1,0,-4,267,82,0,924
1360,18,1,15,2,0,1,0,-4,649,394,0,833
1361,17,1,12,1,0,4,0,-4,267,715,1,723
1362,21,1,16,2,0,1,0,-4,726,290,0,950
1363,18,1,16,1,1,6,0,-4,736,393,0,800
1364,16,1,14,1,0,1,0,-4,267,775,1,833
1365,16,1,15,2,0,6,0,15,876,302,0,265
1366,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1367,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1368,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1369,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1370,21,2,14,2,0,1,0,-4,636,290,0,-4
1371,24,2,12,1,0,6,0,-4,267,775,1,885
1372,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1373,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1374,17,1,18,1,0,6,0,-4,876,302,0,-4
1375,23,1,9,2,0,1,0,-4,318,480,1,1038
1376,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1377,21,1,14,2,0,1,0,-4,267,472,1,730
1378,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1379,21,1,16,2,0,1,0,-4,517,480,0,729
1380,18,1,16,1,0,6,0,-4,649,394,-4,-4
1381,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1382,18,1,15,2,0,1,0,-4,258,74,1,840
1383,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1384,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1385,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1386,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1387,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1388,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1389,16,1,17,2,0,6,0,-4,706,290,0,513
1390,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1391,17,1,16,2,0,1,0,-4,906,323,1,702
1392,16,1,13,2,0,1,0,-4,258,502,1,1125
1393,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1394,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1395,24,1,16,2,1,1,0,-4,267,290,0,1538
1396,23,1,16,2,0,1,0,-4,726,290,0,1274
1397,23,1,15,1,1,1,0,-4,426,290,0,737
1398,23,1,14,2,0,1,0,-4,618,394,-4,-4
1399,22,1,14,2,1,1,0,-4,426,290,0,1748
1400,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1401,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1402,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1403,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1404,14,1,16,3,0,4,0,16,868,810,0,350
1405,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1406,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1407,21,1,16,2,0,6,0,-4,706,0,0,726
1408,21,1,12,2,0,1,0,-4,936,853,1,739
1409,24,1,17,2,0,1,0,18,267,84,0,1202
1410,16,1,12,1,0,1,0,13,196,290,-4,-4
1411,15,1,12,2,0,1,0,-4,618,394,0,1155
1412,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1413,14,1,13,1,0,1,1,-4,807,290,0,625
1414,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1415,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1416,23,1,14,1,0,1,0,-4,618,394,-4,-4
1417,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1418,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1419,15,2,14,1,0,4,1,-4,-4,-4,-4,-4
1420,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1421,15,2,11,1,0,1,0,-4,426,643,1,820
1422,14,2,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
1423,17,2,13,1,0,1,0,-4,638,394,0,655
1424,17,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1425,14,2,12,1,0,1,0,-4,267,775,1,798
1426,15,2,13,1,0,6,0,-4,257,775,1,750
1427,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1428,19,1,16,2,0,1,0,-4,849,290,0,976
1429,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1430,16,1,16,2,0,6,0,-4,846,411,1,1000
1431,15,1,18,2,0,1,0,18,876,183,1,721
1432,14,1,16,2,0,6,0,-4,638,250,-4,-4
1433,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1434,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1435,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1436,23,1,16,2,0,1,1,-4,267,85,0,1091
1437,22,1,12,2,0,6,0,-4,-4,-4,-4,-4
1438,14,1,17,1,0,1,0,18,867,71,-4,-4
1439,16,1,16,2,0,1,0,-4,896,74,0,682
1440,19,1,13,1,0,1,1,-4,926,270,0,913
1441,18,1,16,2,0,1,1,-4,407,195,0,743
1442,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1443,21,2,-5,1,0,1,0,-4,216,643,1,730
1444,14,2,11,1,0,6,0,11,846,120,-4,-4
1445,14,2,15,1,0,6,1,-4,267,985,-4,725
1446,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1447,19,2,-4,1,1,4,0,-4,609,715,1,500
1448,18,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1449,14,2,12,1,0,1,0,-4,267,775,1,734
1450,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1451,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1452,20,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1453,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1454,14,2,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1455,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1456,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1457,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1458,19,1,12,2,0,1,0,-4,238,775,1,2143
1459,18,1,12,2,0,6,0,-4,267,824,1,-4
1460,16,1,12,2,0,1,0,-4,-4,-4,-4,-4
1461,22,1,16,2,0,1,0,-4,257,370,0,1202
1462,23,1,16,2,0,1,0,-4,258,93,0,1068
1463,22,1,12,2,0,1,0,-4,636,290,0,760
1464,17,1,14,2,0,1,0,-4,626,394,-4,-4
1465,14,1,12,2,0,4,0,-4,258,343,1,855
1466,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1467,19,1,12,2,0,1,0,-4,267,631,1,769
1468,18,1,11,2,0,1,0,-4,267,631,1,730
1469,15,1,11,2,0,1,0,-4,267,480,1,754
1470,21,1,11,2,0,1,0,11,258,775,0,1000
1471,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1472,16,1,11,2,0,2,0,-4,618,472,0,500
1473,17,1,10,2,0,1,0,-4,-4,-4,-4,-4
1474,21,1,12,2,0,1,0,-4,267,530,1,930
1475,22,1,13,2,0,1,0,-4,896,74,-4,-4
1476,14,1,16,2,0,1,1,-4,876,183,1,797
1477,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1478,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1479,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1480,20,2,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
1481,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1482,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1483,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1484,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1485,16,2,13,2,0,1,0,-4,248,430,0,1745
1486,15,2,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
1487,23,1,-5,1,0,1,0,-4,867,162,-4,-4
1488,23,1,18,2,0,1,0,-4,867,162,-4,-4
1489,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1490,20,1,16,1,1,1,0,-4,259,301,0,962
1491,24,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
1492,17,2,12,1,0,1,0,13,936,850,1,436
1493,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1494,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1495,16,2,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
1496,15,2,11,1,0,1,0,-4,258,631,1,500
1497,23,2,10,1,0,5,0,-4,267,985,1,510
1498,23,2,10,1,0,5,0,-4,196,510,0,750
1499,22,1,18,3,1,1,0,-4,876,60,0,1202
1500,16,1,15,2,0,1,0,-4,196,995,-4,-4
1501,17,1,14,2,0,1,0,-4,196,510,-4,-4
1502,15,1,14,1,0,6,0,-4,726,385,1,488
1503,14,1,18,1,1,6,0,-4,876,183,1,632
1504,23,1,16,1,0,6,0,-4,267,191,1,962
1505,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1506,22,1,12,1,0,1,0,-4,267,775,1,824
1507,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1508,20,1,17,1,0,1,0,-4,876,183,1,559
1509,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1510,23,1,16,1,0,6,0,-4,247,290,0,982
1511,16,1,12,1,0,1,0,-4,936,853,1,596
1512,16,1,14,1,0,6,0,-4,936,853,1,798
1513,15,1,18,1,0,6,0,-4,259,154,0,673
1514,24,1,14,2,0,1,1,-4,896,72,0,899
1515,18,1,15,1,0,1,0,-4,936,853,1,-4
1516,24,1,15,1,0,4,0,-4,689,290,-4,-4
1517,22,1,15,2,0,1,0,-4,387,290,0,641
1518,23,1,16,1,0,1,0,-4,257,290,0,1731
1519,23,1,16,2,1,1,0,-4,426,285,0,-4
1520,23,1,15,1,0,1,0,-4,258,90,0,962
1521,18,1,15,1,0,1,0,-4,807,421,1,668
1522,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1523,22,1,14,1,0,4,0,-4,258,290,0,769
1524,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1525,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1526,17,1,12,1,0,1,0,-4,936,510,1,740
1527,15,1,16,1,0,6,0,-4,506,430,1,-4
1528,19,1,14,2,0,4,1,-4,507,641,0,404
1529,17,1,16,3,1,1,0,-4,876,290,0,-4
1530,15,1,15,2,0,6,1,-4,248,21,0,837
1531,17,1,12,2,0,1,0,-4,267,631,1,825
1532,15,1,12,2,0,6,0,-4,316,650,-4,-4
1533,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1534,15,2,12,1,0,6,0,-4,-4,-4,-4,-4
1535,23,1,18,2,0,1,0,-4,726,290,0,1390
1536,16,1,14,2,1,4,0,-4,196,721,0,700
1537,17,1,14,1,0,1,0,-4,259,775,1,534
1538,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1539,23,1,12,2,1,1,0,-4,259,453,1,793
1540,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1541,19,1,16,1,0,1,0,-4,876,290,0,962
1542,20,1,17,2,0,6,0,17,296,430,0,1250
1543,19,1,13,3,0,1,1,-4,926,171,0,470
1544,23,1,18,2,0,1,0,-4,618,290,0,1269
1545,20,1,12,2,0,1,0,-4,136,290,0,1155
1546,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1547,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1548,18,2,14,1,0,1,0,-4,567,453,1,925
1549,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1550,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1551,15,1,15,1,0,1,0,16,726,290,0,1154
1552,14,1,12,3,0,6,0,15,618,715,0,350
1553,17,1,16,1,1,1,0,-4,826,370,-4,435
1554,15,1,12,1,0,6,0,-4,538,453,1,838
1555,20,1,14,1,1,1,0,-4,936,74,0,385
1556,21,1,12,3,0,1,0,-4,196,525,1,1131
1557,14,1,9,1,0,1,0,-4,516,545,1,500
1558,17,1,12,2,0,1,0,-4,196,290,0,709
1559,24,1,12,2,0,1,0,-4,258,430,0,866
1560,18,1,11,1,0,6,0,-4,247,775,-4,380
1561,14,1,15,1,0,6,0,14,617,394,0,1155
1562,14,1,16,2,1,1,0,16,876,183,0,319
1563,23,1,12,2,0,1,0,-4,636,250,1,861
1564,23,2,13,1,0,1,0,-4,268,350,1,645
1565,16,2,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
1566,18,2,17,2,0,1,0,18,239,105,0,990
1567,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1568,20,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1569,24,1,16,2,0,1,0,-4,538,290,0,1490
1570,23,1,12,2,0,1,0,-4,626,350,0,488
1571,22,1,18,2,1,1,0,-4,876,183,1,-4
1572,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1573,17,1,-5,1,1,6,0,-4,659,835,1,265
1574,14,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
1575,16,1,16,2,0,6,0,-4,606,290,-4,-4
1576,16,1,13,2,0,1,0,-4,648,394,0,1093
1577,15,1,12,2,0,6,0,-4,386,343,1,467
1578,15,1,14,2,0,4,0,-4,258,350,0,560
1579,18,1,16,2,0,1,0,-4,618,394,0,1019
1580,14,1,12,2,0,1,0,-4,136,430,1,1001
1581,14,1,16,2,0,1,0,-4,136,685,1,830
1582,21,1,12,2,0,1,0,-4,237,715,1,800
1583,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1584,15,1,12,2,0,6,0,-4,196,985,1,886
1585,19,1,11,2,0,1,0,-4,196,514,1,775
1586,16,1,12,2,0,1,0,-4,17,103,0,420
1587,16,1,13,2,0,1,1,-4,506,475,1,770
1588,15,1,12,2,0,1,0,-4,506,475,1,866
1589,23,1,18,1,0,1,0,-4,867,162,-4,-4
1590,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1591,23,1,7,3,0,1,0,-4,196,421,0,400
1592,23,1,12,3,0,1,0,-4,826,290,-4,-4
1593,18,1,12,1,0,1,0,-4,16,290,-4,-4
1594,16,1,18,1,0,1,0,-4,869,105,0,-4
1595,14,1,12,2,0,1,0,-4,136,425,1,515
1596,16,1,13,2,0,1,0,-4,16,200,-4,-4
1597,22,1,12,2,0,1,0,-4,509,715,1,357
1598,24,1,18,3,0,1,0,-4,879,23,0,494
1599,22,1,18,3,0,1,1,-4,876,183,0,527
1600,19,1,18,1,0,1,0,-4,869,105,0,1500
1601,18,1,15,2,0,1,0,-4,609,250,0,733
1602,20,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1603,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1604,19,1,16,2,1,1,0,16,538,290,0,1764
1605,16,1,16,1,0,1,0,-4,538,453,1,525
1606,16,1,12,2,1,1,0,-4,196,480,0,444
1607,23,1,12,2,0,4,0,-4,196,721,1,1442
1608,17,1,11,1,0,1,0,-4,506,430,1,727
1609,24,2,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
1610,18,1,16,1,1,1,0,-4,569,450,0,641
1611,15,1,17,3,0,1,1,-4,876,60,0,-4
1612,18,1,15,1,1,1,0,16,876,154,0,705
1613,20,1,13,1,0,1,0,-4,268,775,1,705
1614,24,1,12,1,0,1,0,-4,268,775,1,693
1615,14,1,12,2,0,4,0,-4,196,290,0,1000
1616,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1617,15,1,13,2,0,1,0,-4,649,480,0,625
1618,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1619,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1620,17,1,12,1,0,1,0,-4,386,775,1,713
1621,18,1,12,2,0,4,0,-4,656,472,1,400
1622,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1623,19,1,12,1,0,1,0,-4,196,290,-4,-4
1624,18,1,16,2,0,1,0,-4,736,393,-4,-4
1625,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1626,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
1627,15,1,12,1,0,1,0,-4,618,394,0,-4
1628,20,1,12,2,0,1,0,-4,237,545,1,1010
1629,18,1,14,1,0,6,0,-4,-4,-4,-4,-4
