"R0000100","R0002200","R0002300","R0543940","R0547525","R0547530","R0548100","R0549500","R0549800","R0552300","R0552400","R0554900","R0590520"
3422,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3423,21,2,18,-5,-5,-5,-5,-5,-5,-5,-5,-5
3424,22,2,12,2,1,1,0,-4,258,465,1,615
3425,18,2,-5,3,1,6,0,-4,517,965,1,980
3426,16,1,13,2,1,1,0,-4,386,643,1,962
3427,14,1,12,2,1,1,1,-4,567,480,1,529
3428,18,1,12,1,1,1,0,-4,509,715,1,600
3429,19,1,17,1,1,1,0,-4,936,310,0,870
3430,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3431,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3432,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3433,14,1,11,1,1,1,0,-4,216,775,1,700
3434,21,2,16,1,1,6,0,-4,16,200,-4,-4
3435,17,2,12,2,1,1,0,-4,387,775,1,438
3436,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3437,19,1,13,1,1,1,0,-4,506,425,1,924
3438,22,1,12,2,1,1,0,-4,196,525,1,748
3439,16,1,12,1,1,4,0,-4,736,262,0,492
3440,22,1,12,1,1,1,0,-4,656,472,0,444
3441,19,1,12,2,1,1,0,-4,636,343,1,733
3442,22,1,18,3,1,1,0,-4,879,23,0,1026
3443,21,1,12,2,1,1,0,-4,568,480,0,750
3444,20,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
3445,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3446,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3447,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3448,15,2,-5,1,1,4,1,-4,826,370,-4,325
3449,14,2,12,1,1,1,1,-4,269,415,1,508
3450,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3451,20,2,12,1,1,6,0,-4,207,775,1,355
3452,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3453,16,2,13,1,1,1,0,-4,258,465,1,775
3454,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3455,15,2,13,1,1,1,0,-4,196,985,1,630
3456,14,2,12,1,1,1,0,-4,196,985,1,510
3457,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3458,16,2,16,2,1,4,0,-4,846,120,-4,-4
3459,15,2,16,1,1,1,0,-4,416,495,1,858
3460,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3461,20,2,10,1,1,1,0,-4,269,985,1,750
3462,21,2,11,1,1,1,0,-4,676,985,0,500
3463,23,2,6,1,1,6,0,-4,209,834,0,300
3464,17,2,10,1,1,1,0,-4,409,985,1,750
3465,17,2,11,1,1,1,0,-4,936,480,0,551
3466,16,2,11,2,1,6,0,-4,876,834,0,382
3467,21,2,10,1,1,1,0,-4,509,715,-4,500
3468,19,2,10,1,1,1,0,-4,196,715,0,483
3469,21,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3470,22,2,10,1,1,1,0,-4,626,985,0,350
3471,22,2,8,3,1,1,0,-4,209,535,0,370
3472,18,1,18,3,1,1,0,-4,807,290,0,769
3473,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3474,17,1,13,3,1,1,0,-4,208,430,0,795
3475,17,1,12,3,1,1,0,-4,307,650,0,430
3476,16,1,12,3,1,1,0,-4,876,350,0,395
3477,18,2,12,3,1,1,0,-4,209,693,0,315
3478,23,1,18,2,0,1,0,-4,716,195,-4,-4
3479,18,2,14,3,1,5,0,-4,259,430,1,550
3480,15,1,12,3,1,1,0,-4,519,480,1,808
3481,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3482,15,2,18,2,0,6,0,-4,268,290,1,827
3483,18,2,13,1,0,1,0,-4,248,775,1,850
3484,19,2,16,3,1,1,0,-4,876,182,1,660
3485,14,1,13,3,1,1,0,-4,656,472,1,500
3486,24,2,9,1,1,1,0,-4,656,394,0,652
3487,24,2,4,3,1,1,0,-4,16,902,0,188
3488,15,2,15,1,1,1,0,-4,636,675,1,620
3489,16,2,12,3,1,1,0,-4,429,775,0,325
3490,17,1,14,1,1,1,0,-4,567,985,1,664
3491,16,2,13,3,1,1,0,13,438,851,1,400
3492,23,2,9,3,1,1,0,-4,808,775,0,320
3493,19,2,14,-5,-5,-5,-5,-5,-5,-5,-5,-5
3494,19,2,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
3495,15,2,8,3,1,1,0,-4,267,480,1,440
3496,15,2,12,1,1,6,0,-4,808,632,1,363
3497,17,1,12,3,1,1,0,-4,656,290,0,308
3498,22,1,12,3,1,1,0,-4,349,290,0,671
3499,24,2,10,2,1,6,0,-4,736,834,0,280
3500,16,2,16,1,1,1,0,-4,567,370,0,841
3501,16,2,11,1,1,6,0,-4,658,394,0,258
3502,17,2,5,1,1,6,0,-4,926,995,0,100
3503,24,2,9,2,1,4,0,-4,649,650,0,400
3504,20,1,17,2,1,1,0,-4,658,160,0,-4
3505,22,1,18,2,1,4,0,-4,869,105,-4,-4
3506,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3507,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3508,23,2,10,2,1,1,0,-4,196,425,0,500
3509,16,1,17,1,1,1,0,-4,876,60,0,534
3510,18,1,18,1,0,6,0,-4,898,173,-4,-4
3511,24,1,12,2,1,4,0,-4,538,453,1,555
3512,14,1,10,3,0,1,0,-4,507,641,-4,345
3513,14,1,12,3,1,6,0,-4,359,512,0,325
3514,23,1,12,3,1,4,0,-4,276,290,0,950
3515,20,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5
3516,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3517,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3518,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3519,24,1,7,3,1,6,0,-4,-4,-4,-4,-4
3520,20,1,12,3,1,1,0,-4,349,721,0,673
3521,15,1,13,1,1,1,1,-4,506,985,1,592
3522,14,1,14,1,1,1,0,-4,618,480,0,500
3523,16,1,11,1,0,1,0,-4,626,415,1,567
3524,19,1,10,1,1,6,0,-4,-4,-4,-4,-4
3525,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3526,16,1,12,1,1,1,0,-4,208,430,0,664
3527,14,1,12,1,1,1,0,-4,506,640,1,1155
3528,15,1,10,1,1,4,0,-4,409,715,0,385
3529,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3530,21,1,16,1,1,1,0,-4,359,290,0,1000
3531,19,1,14,1,1,1,0,14,828,290,-4,-4
3532,16,1,-5,1,1,1,0,-4,676,715,0,400
3533,22,1,14,1,1,1,0,-4,506,640,1,621
3534,20,1,16,3,1,1,0,-4,416,21,0,1154
3535,16,1,14,1,1,1,0,-4,416,712,1,751
3536,15,1,15,1,1,1,0,-4,217,290,0,554
3537,22,1,12,1,1,1,0,-4,268,985,1,-4
3538,23,1,12,2,1,1,0,-4,638,394,1,1394
3539,20,2,17,1,1,4,0,18,869,105,0,635
3540,16,2,12,1,0,1,0,-4,509,985,-4,937
3541,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3542,24,1,12,3,1,1,0,-4,136,685,1,750
3543,19,1,12,3,1,4,0,-4,136,405,1,-4
3544,16,1,13,3,1,1,0,-4,636,290,0,321
3545,20,1,13,2,1,4,0,-4,916,525,1,750
3546,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3547,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3548,24,2,8,3,1,6,0,-4,-4,-4,-4,-4
3549,17,1,12,3,1,1,0,-4,209,775,0,650
3550,24,1,8,3,1,1,0,-4,808,472,0,340
3551,20,1,18,3,0,1,0,18,876,180,0,693
3552,24,1,5,3,1,6,0,-4,-4,-4,-4,-4
3553,23,1,9,3,1,1,0,-4,136,685,1,833
3554,17,1,12,3,0,1,0,-4,578,985,0,391
3555,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3556,18,1,14,2,1,6,0,-4,16,902,0,214
3557,15,1,14,2,0,1,0,-4,196,290,-4,-4
3558,19,1,18,3,0,1,0,-4,879,23,0,392
3559,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3560,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3561,24,1,15,2,0,1,0,-4,898,14,-4,-4
3562,24,1,14,2,0,1,0,-4,398,14,-4,-4
3563,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3564,24,1,18,2,0,1,0,-4,259,195,0,924
3565,18,1,17,1,0,6,0,18,867,195,0,824
3566,14,1,17,1,0,1,0,18,869,195,-4,625
3567,20,2,14,1,0,1,0,-4,867,171,0,346
3568,19,1,13,2,0,1,0,-4,196,411,1,1085
3569,17,1,14,2,0,1,0,-4,306,715,1,750
3570,18,1,14,2,0,6,0,-4,367,775,0,425
3571,22,1,12,2,0,1,0,-4,259,480,0,715
3572,15,1,12,1,0,1,0,-4,736,393,0,-4
3573,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3574,21,1,10,1,0,1,0,-4,736,393,0,866
3575,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3576,18,1,17,2,0,1,1,-4,196,290,0,924
3577,16,1,-5,1,0,6,0,-4,808,290,-4,-4
3578,22,1,16,1,0,1,0,-4,196,510,1,1900
3579,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3580,22,1,12,2,0,1,0,-4,258,435,1,802
3581,16,1,16,2,0,1,0,-4,618,0,0,751
3582,14,1,16,2,0,6,0,16,626,250,0,634
3583,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3584,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3585,17,1,-5,2,0,1,1,-4,16,902,-4,385
3586,20,1,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
3587,17,1,13,2,0,1,0,-4,618,973,0,507
3588,15,1,13,-5,-5,-5,-5,-5,-5,-5,-5,-5
3589,14,1,13,2,0,1,0,-4,606,472,0,1202
3590,14,1,11,2,0,1,0,-4,196,430,0,850
3591,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3592,18,1,-5,3,0,1,0,-4,196,430,0,345
3593,23,1,12,1,0,3,0,-4,578,715,0,693
3594,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3595,15,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
3596,15,1,15,2,0,6,0,-4,846,75,1,849
3597,18,1,13,2,0,4,0,-4,906,323,1,684
3598,17,1,10,2,0,1,0,-4,999,995,0,-4
3599,15,1,10,1,0,1,0,-4,267,631,1,823
3600,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3601,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3602,19,2,12,1,0,4,0,12,807,851,0,277
3603,21,1,14,2,0,1,0,-4,706,301,0,751
3604,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3605,16,1,13,2,0,1,1,-4,507,641,1,824
3606,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3607,17,1,16,1,0,1,0,-4,296,411,1,729
3608,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3609,18,2,12,1,0,6,0,-4,638,985,0,400
3610,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3611,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3612,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3613,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3614,15,1,17,2,0,1,1,-4,876,182,1,472
3615,16,1,13,1,0,1,0,-4,689,775,1,538
3616,23,1,6,1,0,6,0,-4,-4,-4,-4,-4
3617,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3618,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3619,23,1,16,2,0,1,0,-4,846,290,0,-4
3620,18,1,18,1,0,1,0,-4,896,93,0,1282
3621,16,2,12,1,0,1,0,-4,868,370,1,483
3622,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3623,18,2,12,1,0,6,0,-4,309,775,-4,833
3624,17,2,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
3625,14,2,10,1,0,6,0,-4,386,775,1,-4
3626,23,1,18,2,0,1,0,-4,897,0,-4,-4
3627,20,1,18,1,0,1,0,-4,359,290,-4,-4
3628,16,1,16,2,0,6,0,-4,359,290,0,1320
3629,23,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3630,14,2,16,1,0,1,0,-4,618,394,0,1538
3631,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3632,19,1,16,2,0,4,0,17,736,393,-4,-4
3633,22,1,15,2,0,1,0,16,936,370,1,1000
3634,16,1,12,2,0,6,0,-4,196,411,0,700
3635,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3636,18,1,14,1,0,1,0,-4,809,985,1,750
3637,15,1,13,1,0,1,0,-4,726,385,0,1891
3638,15,2,12,1,0,6,0,-4,868,810,0,462
3639,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3640,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3641,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3642,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3643,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3644,23,3,17,2,0,1,0,-4,416,195,0,1202
3645,20,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3646,19,1,16,2,0,1,0,-4,916,260,1,837
3647,16,3,14,2,0,1,0,-4,507,641,1,889
3648,17,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3649,17,3,18,1,0,6,0,-4,807,172,-4,-4
3650,24,1,17,3,0,1,0,18,658,160,0,-4
3651,22,1,18,2,0,1,0,-4,257,995,0,878
3652,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3653,24,1,12,2,0,1,0,-4,868,421,0,674
3654,18,1,15,-5,-5,-5,-5,-5,-5,-5,-5,-5
3655,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3656,17,2,11,1,0,6,0,-4,879,171,1,486
3657,24,1,17,2,0,1,0,-4,196,411,-4,-4
3658,21,1,17,3,0,6,0,-4,849,813,0,1178
3659,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3660,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3661,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3662,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3663,16,1,18,-5,-5,-5,-5,-5,-5,-5,-5,-5
3664,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3665,14,2,14,2,0,1,1,-4,868,185,0,866
3666,14,2,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
3667,22,2,14,1,0,5,0,-4,936,985,-4,450
3668,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3669,15,1,14,1,1,1,0,-4,936,850,0,549
3670,21,1,16,1,0,1,0,-4,257,74,0,595
3671,15,1,13,1,0,1,1,-4,926,853,0,908
3672,15,1,14,1,0,6,0,-4,659,815,0,-4
3673,17,1,14,2,0,1,0,14,409,775,0,1250
3674,24,1,12,1,0,1,0,-4,396,512,1,1071
3675,19,1,12,2,0,1,0,-4,258,715,1,875
3676,15,1,14,2,1,6,0,15,267,394,0,750
3677,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3678,20,1,16,2,0,1,0,-4,936,853,1,837
3679,22,1,13,3,0,4,0,-4,196,985,-4,621
3680,14,1,13,1,0,1,0,-4,269,525,1,811
3681,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3682,24,1,12,2,0,4,0,-4,269,721,1,1106
3683,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3684,17,1,16,2,0,6,0,-4,259,195,0,889
3685,23,1,17,1,0,1,0,-4,807,995,0,1615
3686,21,1,14,2,0,1,0,-4,236,12,0,1827
3687,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3688,17,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3689,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3690,20,2,12,1,0,1,0,-4,807,824,1,944
3691,18,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3692,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3693,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3694,22,1,18,-5,-5,-5,-5,-5,-5,-5,-5,-5
3695,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3696,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3697,19,1,12,2,0,1,0,-4,316,401,1,785
3698,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3699,22,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3700,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3701,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3702,14,1,12,2,0,6,0,12,247,403,1,965
3703,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3704,14,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3705,19,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3706,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3707,23,1,12,3,0,1,0,-4,916,425,-4,783
3708,17,1,15,1,0,4,0,-4,196,430,1,1500
3709,23,1,13,2,0,1,0,-4,408,290,0,982
3710,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3711,17,2,12,1,0,5,0,-4,196,525,1,507
3712,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3713,14,1,12,2,0,4,0,-4,258,430,0,533
3714,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3715,24,1,12,2,0,4,0,-4,609,715,0,423
3716,17,1,18,1,0,1,0,18,876,195,1,661
3717,15,1,12,2,0,4,0,-4,636,985,1,773
3718,20,1,12,2,0,1,0,-4,196,430,1,1155
3719,18,1,10,2,0,1,0,-4,808,472,1,1051
3720,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3721,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3722,22,1,15,2,0,1,0,-4,608,394,0,1155
3723,18,3,15,1,0,6,1,-4,259,350,0,-4
3724,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3725,22,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3726,21,2,14,1,0,1,0,-4,538,290,0,1000
3727,21,2,12,1,0,4,0,-4,659,290,-4,-4
3728,17,1,14,1,0,1,1,-4,259,93,0,673
3729,17,1,18,2,0,4,0,17,876,183,1,565
3730,24,1,13,2,0,1,0,-4,409,415,-4,405
3731,14,1,12,2,0,5,0,-4,999,290,0,930
3732,14,1,13,1,0,1,0,-4,656,394,0,5499
3733,18,1,14,2,0,1,0,13,398,290,0,1087
3734,20,1,12,3,0,4,0,-4,606,290,0,577
3735,22,1,12,-5,-5,-5,-5,-5,-5,-5,-5,-5
3736,24,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3737,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3738,14,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3739,14,1,16,1,0,1,0,-4,196,985,1,1135
3740,19,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
3741,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3742,17,1,-5,1,0,6,0,-4,656,394,0,866
3743,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3744,18,1,14,3,0,1,0,-4,888,301,0,839
3745,16,1,12,1,0,6,0,-4,196,985,-4,572
3746,18,1,15,2,0,1,1,-4,538,453,1,667
3747,15,1,10,-5,-5,-5,-5,-5,-5,-5,-5,-5
3748,15,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
3749,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3750,20,1,16,2,0,1,0,17,916,370,0,-4
3751,21,1,-5,3,0,1,0,-4,826,290,0,979
3752,23,1,14,3,0,1,0,-4,649,270,0,479
3753,23,2,-4,2,0,1,0,-4,926,82,0,924
3754,15,1,13,1,0,1,1,-4,196,525,1,950
3755,15,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3756,16,1,14,2,0,1,0,-4,626,285,0,727
3757,15,1,12,1,0,1,0,-4,809,480,-4,-4
3758,16,1,13,1,0,6,0,-4,807,810,0,-4
3759,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3760,21,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3761,17,1,-5,3,0,6,0,-4,809,480,-4,-4
3762,19,1,16,1,0,1,0,-4,876,834,0,593
3763,20,1,16,2,0,1,0,-4,196,411,-4,-4
3764,23,1,18,1,0,1,0,-4,247,290,-4,-4
3765,22,1,18,1,0,1,0,-4,867,162,0,1346
3766,22,1,15,2,0,1,0,16,936,853,0,755
3767,23,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
3768,16,1,12,2,0,6,0,-4,-4,-4,-4,-4
3769,17,1,-5,3,0,6,0,-4,936,270,0,684
3770,22,1,18,3,0,1,0,-4,916,270,0,1197
3771,24,2,13,1,0,6,0,-4,689,394,-4,275
3772,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3773,24,1,18,2,0,1,0,-4,897,84,0,-4
3774,16,1,12,2,0,1,0,-4,517,775,1,1010
3775,14,1,17,1,0,1,0,16,658,160,0,-4
3776,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3777,22,1,12,2,0,4,0,-4,209,93,0,866
3778,19,1,12,2,0,4,0,-4,259,643,1,688
3779,24,1,17,3,0,1,0,-4,879,290,0,1175
3780,21,1,17,1,0,1,0,18,867,71,-4,-4
3781,17,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3782,15,1,11,-5,-5,-5,-5,-5,-5,-5,-5,-5
3783,22,1,11,3,0,1,0,-4,416,520,1,926
3784,24,1,8,3,0,1,0,-4,879,165,0,673
3785,19,1,18,1,0,1,0,-4,259,290,0,1257
3786,18,1,17,2,0,1,0,-4,876,183,1,674
3787,16,1,16,2,0,1,0,-4,879,184,0,411
3788,15,1,16,3,0,1,0,-4,196,181,1,648
3789,18,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3790,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3791,22,1,16,2,0,1,0,-4,706,290,-4,-4
3792,24,2,15,1,0,1,0,-4,606,394,0,901
3793,18,2,12,1,0,1,0,-4,268,775,1,788
3794,17,1,16,1,0,1,0,-4,296,430,0,491
3795,19,1,18,1,0,1,0,-4,879,171,1,837
3796,15,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3797,16,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3798,14,1,13,1,0,1,1,-4,896,82,0,429
3799,16,1,15,1,0,1,0,-4,276,721,1,875
3800,17,1,16,2,0,6,0,-4,916,270,0,505
3801,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3802,14,1,-5,3,1,6,0,-4,936,850,1,266
3803,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3804,15,1,11,2,0,6,0,11,-4,-4,-4,-4
3805,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3806,22,1,15,1,0,5,0,16,876,290,-4,-4
3807,24,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3808,14,1,12,1,0,1,0,-4,999,775,-4,750
3809,23,1,16,1,0,1,0,-4,916,195,0,1202
3810,19,1,12,2,0,1,1,-4,196,510,1,1250
3811,14,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3812,20,1,16,2,0,1,0,-4,896,83,0,625
3813,15,1,13,2,0,1,0,14,916,525,0,742
3814,19,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3815,17,1,16,-5,-5,-5,-5,-5,-5,-5,-5,-5
3816,15,1,17,2,0,1,0,-4,896,290,0,866
3817,20,1,15,2,0,1,0,16,936,853,1,733
3818,18,1,12,1,1,5,1,-4,936,853,0,577
3819,16,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3820,23,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
3821,23,1,8,1,0,1,0,-4,196,985,1,891
3822,21,1,14,1,0,1,0,-4,618,473,0,721
3823,22,1,16,2,1,1,0,-4,258,310,0,1068
3824,22,1,16,2,0,1,0,16,259,631,0,438
3825,18,1,15,2,0,1,0,-4,268,631,0,667
